Source,Term_ID,Term,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences,adj_p_value,-log10(adj_p),hits,Category
GO:BP,GO:0016064,immunoglobulin mediated immune response,1.0,False,"""An immune response mediated by immunoglobulins, whether cell-bound or in solution."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",209,10,2,21026,0.2,0.009569377990430622,query_1,['GO:0019724'],"['PTPN6', 'CD40']","[['IEA'], ['IEA']]",1.0,-0.0,2,Other
GO:BP,GO:0016053,organic acid biosynthetic process,1.0,False,"""The chemical reactions and pathways resulting in the formation of organic acids, any acidic compound containing carbon in covalent linkage."" [ISBN:0198506732]",323,10,1,21026,0.1,0.0030959752321981426,query_1,"['GO:0006082', 'GO:0044283']",['IL1B'],[['IGI']],1.0,-0.0,1,Other
GO:BP,GO:0016043,cellular component organization,1.0,False,"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:ai, GOC:jl, GOC:mah]",8184,10,4,21026,0.4,0.0004887585532746823,query_1,['GO:0071840'],"['IFIH1', 'IL1B', 'NFKB2', 'CD40']","[['IEA'], ['IDA', 'IMP'], ['IEA'], ['TAS']]",1.0,-0.0,4,Other
GO:BP,GO:0018193,peptidyl-amino acid modification,1.0,False,"""The alteration of an amino acid residue in a peptide."" [GOC:mah]",686,10,3,21026,0.3,0.004373177842565598,query_1,['GO:0036211'],"['PTPN6', 'IFIH1', 'CD40']","[['IDA', 'IMP', 'IEA'], ['IDA'], ['IMP', 'IEA']]",1.0,-0.0,3,Other
GO:BP,GO:0032102,negative regulation of response to external stimulus,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to an external stimulus."" [GOC:mah]",388,10,2,21026,0.2,0.005154639175257732,query_1,"['GO:0009605', 'GO:0032101', 'GO:0048585']","['SERPINB2', 'PTPN6']","[['TAS'], ['IDA', 'IEA']]",1.0,-0.0,2,Other
GO:BP,GO:0002825,regulation of T-helper 1 type immune response,1.0,False,"""Any process that modulates the frequency, rate, or extent of a T-helper 1 type immune response."" [GOC:add]",31,10,1,21026,0.1,0.03225806451612903,query_1,"['GO:0002822', 'GO:0042088']",['IL1B'],[['IDA']],1.0,-0.0,1,Other
GO:BP,GO:0002823,negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate, or extent of an adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains. An example of this process is found in the Gnathostomata."" [GOC:add, GOC:mtg_sensu]",62,10,1,21026,0.1,0.016129032258064516,query_1,"['GO:0002460', 'GO:0002820', 'GO:0002822']",['PTPN6'],[['IEA']],1.0,-0.0,1,Other
GO:MF,GO:0120543,macromolecular conformation isomerase activity,1.0,False,"""Catalysis of a reaction that alters the macromolecular conformation of a molecule."" [EC:5.6.-.-]",290,10,1,20246,0.1,0.0034482758620689655,query_1,['GO:0016853'],['IFIH1'],"[['IMP', 'IEA']]",1.0,-0.0,1,Other
GO:MF,GO:0098772,molecular function regulator activity,1.0,False,"""A molecular function regulator regulates the activity of its target via non-covalent binding that does not result in covalent modification to the target. Examples of molecular function regulators include regulatory subunits of multimeric enzymes and channels. Mechanisms of regulation include allosteric changes in the target and competitive inhibition."" [GOC:dos, GOC:pt]",2195,10,3,20246,0.3,0.001366742596810934,query_1,['GO:0003674'],"['SERPINB2', 'IL1B', 'LTB']","[['IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IEA']]",1.0,-0.0,3,Other
GO:MF,GO:0097367,carbohydrate derivative binding,1.0,False,"""Binding to a carbohydrate derivative."" [GOC:pr]",2536,10,1,20246,0.1,0.0003943217665615142,query_1,['GO:0005488'],['IFIH1'],[['IEA']],1.0,-0.0,1,Other
GO:MF,GO:0070851,growth factor receptor binding,1.0,False,"""Binding to a growth factor receptor."" [GOC:mah, GOC:vw]",139,10,1,20246,0.1,0.007194244604316547,query_1,['GO:0005102'],['IL1B'],"[['NAS', 'IEA']]",1.0,-0.0,1,Other
GO:MF,GO:0061135,endopeptidase regulator activity,1.0,False,"""Binds to and modulates the activity of a peptidase, any enzyme that hydrolyzes nonterminal peptide bonds in polypeptides."" [GOC:dph, GOC:tb]",186,10,1,20246,0.1,0.005376344086021506,query_1,"['GO:0004175', 'GO:0061134']",['SERPINB2'],"[['IBA', 'TAS', 'IEA']]",1.0,-0.0,1,Other
GO:MF,GO:0061134,peptidase regulator activity,1.0,False,"""Binds to and modulates the activity of a peptidase, any enzyme that catalyzes the hydrolysis peptide bonds."" [GOC:dph, GOC:tb]",231,10,1,20246,0.1,0.004329004329004329,query_1,"['GO:0008233', 'GO:0030234']",['SERPINB2'],"[['IBA', 'TAS', 'IEA']]",1.0,-0.0,1,Other
GO:MF,GO:0051219,phosphoprotein binding,1.0,False,"""Binding to a phosphorylated protein."" [GOC:ai]",93,10,1,20246,0.1,0.010752688172043012,query_1,['GO:0005515'],['PTPN6'],"[['IPI', 'IMP', 'IBA', 'IEA']]",1.0,-0.0,1,Other
GO:MF,GO:0050839,cell adhesion molecule binding,1.0,False,"""Binding to a cell adhesion molecule."" [GOC:ai]",564,10,2,20246,0.2,0.0035460992907801418,query_1,['GO:0005515'],"['PTPN6', 'IL1B']","[['IEA'], ['IDA']]",1.0,-0.0,2,Other
GO:MF,GO:0048018,receptor ligand activity,1.0,False,"""The activity of a gene product that interacts with a receptor to effect a change in the activity of the receptor. Ligands may be produced by the same cell that expresses the receptor. Ligands may also be expressed at the plasma membrane of an adjacent cell (e.g. Notch ligands) or be secreted and diffuse extracellularly from their point of origin to the receiving cell (e.g. interleukins)."" [GOC:kv, GOC:molecular_function_refactoring, GOC:pdt]",539,10,2,20246,0.2,0.0037105751391465678,query_1,"['GO:0005102', 'GO:0030546']","['IL1B', 'LTB']","[['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IEA']]",1.0,-0.0,2,Other
GO:MF,GO:0046914,transition metal ion binding,1.0,False,"""Binding to a transition metal ions; a transition metal is an element whose atom has an incomplete d-subshell of extranuclear electrons, or which gives rise to a cation or cations with an incomplete d-subshell. Transition metals often have more than one valency state. Biologically relevant transition metals include vanadium, manganese, iron, copper, cobalt, nickel, molybdenum and silver."" [ISBN:0198506732]",1141,10,2,20246,0.2,0.0017528483786152498,query_1,['GO:0046872'],"['XAF1', 'IFIH1']","[['IEA'], ['IDA', 'IBA', 'IEA']]",1.0,-0.0,2,Other
GO:MF,GO:0046872,metal ion binding,1.0,False,"""Binding to a metal ion."" [GOC:ai]",4396,10,2,20246,0.2,0.00045495905368516835,query_1,['GO:0043169'],"['XAF1', 'IFIH1']","[['IEA'], ['IDA', 'IBA', 'IEA']]",1.0,-0.0,2,Other
GO:MF,GO:0045309,protein phosphorylated amino acid binding,1.0,False,"""Binding to a phosphorylated amino acid residue within a protein."" [GOC:go_curators]",59,10,1,20246,0.1,0.01694915254237288,query_1,['GO:0051219'],['PTPN6'],"[['IPI', 'IMP', 'IBA', 'IEA']]",1.0,-0.0,1,Other
GO:MF,GO:0044877,protein-containing complex binding,1.0,False,"""Binding to a macromolecular complex."" [GOC:jl]",1314,10,2,20246,0.2,0.0015220700152207,query_1,['GO:0005488'],"['IFIH1', 'IL1B']","[['IPI'], ['IDA']]",1.0,-0.0,2,Other
GO:MF,GO:0044389,ubiquitin-like protein ligase binding,1.0,False,"""Binding to a ubiquitin-like protein ligase, such as ubiquitin-ligase."" [GOC:jl]",324,10,1,20246,0.1,0.0030864197530864196,query_1,['GO:0019899'],['CD40'],[['IPI']],1.0,-0.0,1,Other
GO:MF,GO:0043565,sequence-specific DNA binding,1.0,False,"""Binding to DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding."" [GOC:jl]",1657,10,1,20246,0.1,0.0006035003017501509,query_1,['GO:0003677'],['NFKB2'],"[['IDA', 'IBA', 'IEA']]",1.0,-0.0,1,Other
GO:MF,GO:0043169,cation binding,1.0,False,"""Binding to a cation, a charged atom or group of atoms with a net positive charge."" [GOC:jl]",4495,10,2,20246,0.2,0.0004449388209121246,query_1,['GO:0043167'],"['XAF1', 'IFIH1']","[['IEA'], ['IDA', 'IBA', 'IEA']]",1.0,-0.0,2,Other
GO:MF,GO:0043168,anion binding,1.0,False,"""Binding to an anion, a charged atom or group of atoms with a net negative charge."" [GOC:jl]",2685,10,1,20246,0.1,0.00037243947858472997,query_1,['GO:0043167'],['IFIH1'],[['IEA']],1.0,-0.0,1,Other
GO:MF,GO:0043167,ion binding,1.0,False,"""Binding to an ion, a charged atoms or groups of atoms."" [GOC:jl]",6377,10,2,20246,0.2,0.00031362709738121374,query_1,['GO:0036094'],"['XAF1', 'IFIH1']","[['IEA'], ['IDA', 'IBA', 'IEA']]",1.0,-0.0,2,Other
GO:MF,GO:0043021,ribonucleoprotein complex binding,1.0,False,"""Binding to a complex of RNA and protein."" [GOC:bf, GOC:go_curators, GOC:vk]",174,10,1,20246,0.1,0.005747126436781609,query_1,['GO:0044877'],['IFIH1'],[['IPI']],1.0,-0.0,1,Other
GO:MF,GO:0042802,identical protein binding,1.0,False,"""Binding to an identical protein or proteins."" [GOC:jl]",2182,10,2,20246,0.2,0.0009165902841429881,query_1,['GO:0005515'],"['SLAMF7', 'IFIH1']","[['IPI'], ['IDA', 'IPI']]",1.0,-0.0,2,Other
GO:MF,GO:0042578,phosphoric ester hydrolase activity,1.0,False,"""Catalysis of the reaction: RPO-R' + H2O = RPOOH + R'H. This reaction is the hydrolysis of any phosphoric ester bond, any ester formed from orthophosphoric acid, O=P(OH)3."" [GOC:jl]",488,10,1,20246,0.1,0.0020491803278688526,query_1,['GO:0016788'],['PTPN6'],"[['IDA', 'IMP', 'IBA', 'TAS', 'IEA']]",1.0,-0.0,1,Other
GO:MF,GO:0042169,SH2 domain binding,1.0,False,"""Binding to a SH2 domain (Src homology 2) of a protein, a protein domain of about 100 amino-acid residues and belonging to the alpha + beta domain class."" [GOC:go_curators, Pfam:PF00017]",41,10,1,20246,0.1,0.024390243902439025,query_1,['GO:0019904'],['PTPN6'],[['IEA']],1.0,-0.0,1,Other
GO:MF,GO:0038187,pattern recognition receptor activity,1.0,False,"""Combining with a pathogen-associated molecular pattern (PAMP), a structure conserved among microbial species to initiate an innate immune response."" [GOC:ar, GOC:bf]",34,10,1,20246,0.1,0.029411764705882353,query_1,['GO:0038023'],['IFIH1'],[['IDA']],1.0,-0.0,1,Other
GO:MF,GO:0036094,small molecule binding,1.0,False,"""Binding to a small molecule, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:pm]",6577,10,2,20246,0.2,0.0003040900106431504,query_1,['GO:0005488'],"['XAF1', 'IFIH1']","[['IEA'], ['IDA', 'IBA', 'IEA']]",1.0,-0.0,2,Other
GO:MF,GO:0035639,purine ribonucleoside triphosphate binding,1.0,False,"""Binding to a purine ribonucleoside triphosphate, a compound consisting of a purine base linked to a ribose sugar esterified with triphosphate on the sugar."" [GOC:BHF, GOC:ebc, ISBN:0198506732]",2087,10,1,20246,0.1,0.0004791566842357451,query_1,"['GO:0043168', 'GO:1901265', 'GO:1901363']",['IFIH1'],[['IEA']],1.0,-0.0,1,Other
GO:MF,GO:0032813,tumor necrosis factor receptor superfamily binding,1.0,False,"""Binding to a member of the tumor necrosis factor receptor superfamily."" [GOC:add]",50,10,1,20246,0.1,0.02,query_1,['GO:0005126'],['LTB'],[['IEA']],1.0,-0.0,1,Other
GO:MF,GO:0032559,adenyl ribonucleotide binding,1.0,False,"""Binding to an adenyl ribonucleotide, any compound consisting of adenosine esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety."" [GOC:mah]",1558,10,1,20246,0.1,0.0006418485237483953,query_1,"['GO:0030554', 'GO:0032555']",['IFIH1'],[['IEA']],1.0,-0.0,1,Other
GO:MF,GO:0032555,purine ribonucleotide binding,1.0,False,"""Binding to a purine ribonucleotide, any compound consisting of a purine ribonucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety."" [GOC:mah]",2147,10,1,20246,0.1,0.0004657661853749418,query_1,"['GO:0017076', 'GO:0032553']",['IFIH1'],[['IEA']],1.0,-0.0,1,Other
GO:MF,GO:0032553,ribonucleotide binding,1.0,False,"""Binding to a ribonucleotide, any compound consisting of a ribonucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety."" [GOC:mah]",2164,10,1,20246,0.1,0.0004621072088724584,query_1,"['GO:0000166', 'GO:0097367']",['IFIH1'],[['IEA']],1.0,-0.0,1,Other
GO:MF,GO:0120545,nucleic acid conformation isomerase activity,1.0,False,"""Catalysis of a reaction that alters the conformation of a nucleic acid."" [EC:5.6.2.-]",169,10,1,20246,0.1,0.005917159763313609,query_1,['GO:0120543'],['IFIH1'],"[['IMP', 'IEA']]",1.0,-0.0,1,Other
GO:MF,GO:0031625,ubiquitin protein ligase binding,1.0,False,"""Binding to a ubiquitin protein ligase enzyme, any of the E3 proteins."" [GOC:vp]",306,10,1,20246,0.1,0.0032679738562091504,query_1,['GO:0044389'],['CD40'],[['IPI']],1.0,-0.0,1,Other
GO:MF,GO:0140030,modification-dependent protein binding,1.0,False,"""Binding to a protein upon post-translation modification of the target protein."" [PMID:26060076]",170,10,1,20246,0.1,0.0058823529411764705,query_1,['GO:0005515'],['PTPN6'],[['IPI']],1.0,-0.0,1,Other
GO:MF,GO:0140098,"catalytic activity, acting on RNA",1.0,False,"""Catalytic activity that acts to modify RNA."" [GOC:molecular_function_refactoring, GOC:pdt]",411,10,1,20246,0.1,0.0024330900243309003,query_1,['GO:0140640'],['IFIH1'],"[['IMP', 'IEA']]",1.0,-0.0,1,Other
GO:CC,GO:0009897,external side of plasma membrane,1.0,False,"""The leaflet of the plasma membrane that faces away from the cytoplasm and any proteins embedded or anchored in it or attached to its surface."" [GOC:dos, GOC:tb]",408,10,2,22149,0.2,0.004901960784313725,query_1,"['GO:0005886', 'GO:0009986', 'GO:0098552']","['SLAMF7', 'CD40']","[['IBA'], ['IBA', 'IEA']]",1.0,-0.0,2,Other
GO:CC,GO:0005911,cell-cell junction,1.0,False,"""A cell junction that forms a connection between two or more cells of an organism; excludes direct cytoplasmic intercellular bridges, such as ring canals in insects."" [GOC:aruk, GOC:bc, GOC:dgh, GOC:hb, GOC:mah, PMID:21422226, PMID:28096264]",526,10,1,22149,0.1,0.0019011406844106464,query_1,['GO:0070161'],['PTPN6'],[['IEA']],1.0,-0.0,1,Other
GO:CC,GO:0005886,plasma membrane,1.0,False,"""The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."" [ISBN:0716731363]",5866,10,5,22149,0.5,0.0008523695874531196,query_1,"['GO:0016020', 'GO:0071944']","['SERPINB2', 'SLAMF7', 'PTPN6', 'CD40', 'LTB']","[['TAS', 'IEA'], ['IBA', 'TAS'], ['IDA', 'IEA'], ['ISS', 'IBA', 'TAS', 'IEA'], ['TAS']]",1.0,-0.0,5,Other
GO:CC,GO:0005829,cytosol,1.0,False,"""The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."" [GOC:hjd, GOC:jl]",5534,10,5,22149,0.5,0.0009035056017347307,query_1,"['GO:0005737', 'GO:0110165']","['XAF1', 'PTPN6', 'IFIH1', 'IL1B', 'NFKB2']","[['TAS'], ['TAS'], ['TAS'], ['TAS', 'IEA'], ['IDA', 'TAS']]",1.0,-0.0,5,Other
GO:CC,GO:0005783,endoplasmic reticulum,1.0,False,"""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]",2095,10,1,22149,0.1,0.00047732696897374703,query_1,"['GO:0005737', 'GO:0012505', 'GO:0043231']",['SLAMF7'],[['IDA']],1.0,-0.0,1,Other
GO:CC,GO:0005773,vacuole,1.0,False,"""A closed structure, found only in eukaryotic cells, that is completely surrounded by unit membrane and contains liquid material. Cells contain one or several vacuoles, that may have different functions from each other. Vacuoles have a diverse array of functions. They can act as a storage organelle for nutrients or waste products, as a degradative compartment, as a cost-effective way of increasing cell size, and as a homeostatic regulator controlling both turgor pressure and pH of the cytosol."" [GOC:mtg_sensu, ISBN:0198506732]",867,10,1,22149,0.1,0.0011534025374855825,query_1,"['GO:0005737', 'GO:0043231']",['IL1B'],[['IEA']],1.0,-0.0,1,Other
GO:CC,GO:0005764,lysosome,1.0,False,"""A small lytic vacuole that has cell cycle-independent morphology found in most animal cells and that contains a variety of hydrolases, most of which have their maximal activities in the pH range 5-6. The contained enzymes display latency if properly isolated. About 40 different lysosomal hydrolases are known and lysosomes have a great variety of morphologies and functions."" [GOC:mah, ISBN:0198506732]",770,10,1,22149,0.1,0.0012987012987012987,query_1,['GO:0000323'],['IL1B'],[['IEA']],1.0,-0.0,1,Other
