Term_ID	Term	Source	Gene
GO:0002827	positive regulation of T-helper 1 type immune response	GO:BP	IL1B
GO:0018205	peptidyl-lysine modification	GO:BP	IFIH1
GO:0018108	peptidyl-tyrosine phosphorylation	GO:BP	PTPN6
GO:0018108	peptidyl-tyrosine phosphorylation	GO:BP	CD40
GO:0016925	protein sumoylation	GO:BP	IFIH1
GO:0016525	negative regulation of angiogenesis	GO:BP	PTPN6
GO:0016477	cell migration	GO:BP	IL1B
GO:0016477	cell migration	GO:BP	CD40
GO:0016447	somatic recombination of immunoglobulin gene segments	GO:BP	CD40
GO:0016445	somatic diversification of immunoglobulins	GO:BP	CD40
GO:0016444	somatic cell DNA recombination	GO:BP	CD40
GO:0016311	dephosphorylation	GO:BP	PTPN6
GO:0016310	phosphorylation	GO:BP	PTPN6
GO:0016310	phosphorylation	GO:BP	IL1B
GO:0016310	phosphorylation	GO:BP	CD40
GO:0016264	gap junction assembly	GO:BP	IL1B
GO:0016070	RNA metabolic process	GO:BP	IL1B
GO:0016070	RNA metabolic process	GO:BP	NFKB2
GO:0016070	RNA metabolic process	GO:BP	CD40
GO:0016064	immunoglobulin mediated immune response	GO:BP	PTPN6
GO:0016064	immunoglobulin mediated immune response	GO:BP	CD40
GO:0016053	organic acid biosynthetic process	GO:BP	IL1B
GO:0016043	cellular component organization	GO:BP	IFIH1
GO:0016043	cellular component organization	GO:BP	IL1B
GO:0016043	cellular component organization	GO:BP	NFKB2
GO:0016043	cellular component organization	GO:BP	CD40
GO:0018193	peptidyl-amino acid modification	GO:BP	PTPN6
GO:0018193	peptidyl-amino acid modification	GO:BP	IFIH1
GO:0018193	peptidyl-amino acid modification	GO:BP	CD40
GO:0032102	negative regulation of response to external stimulus	GO:BP	SERPINB2
GO:0032102	negative regulation of response to external stimulus	GO:BP	PTPN6
GO:0002825	regulation of T-helper 1 type immune response	GO:BP	IL1B
GO:0002823	negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	GO:BP	PTPN6
GO:0120543	macromolecular conformation isomerase activity	GO:MF	IFIH1
GO:0098772	molecular function regulator activity	GO:MF	SERPINB2
GO:0098772	molecular function regulator activity	GO:MF	IL1B
GO:0098772	molecular function regulator activity	GO:MF	LTB
GO:0097367	carbohydrate derivative binding	GO:MF	IFIH1
GO:0070851	growth factor receptor binding	GO:MF	IL1B
GO:0061135	endopeptidase regulator activity	GO:MF	SERPINB2
GO:0061134	peptidase regulator activity	GO:MF	SERPINB2
GO:0051219	phosphoprotein binding	GO:MF	PTPN6
GO:0050839	cell adhesion molecule binding	GO:MF	PTPN6
GO:0050839	cell adhesion molecule binding	GO:MF	IL1B
GO:0048018	receptor ligand activity	GO:MF	IL1B
GO:0048018	receptor ligand activity	GO:MF	LTB
GO:0046914	transition metal ion binding	GO:MF	XAF1
GO:0046914	transition metal ion binding	GO:MF	IFIH1
GO:0046872	metal ion binding	GO:MF	XAF1
GO:0046872	metal ion binding	GO:MF	IFIH1
GO:0045309	protein phosphorylated amino acid binding	GO:MF	PTPN6
GO:0044877	protein-containing complex binding	GO:MF	IFIH1
GO:0044877	protein-containing complex binding	GO:MF	IL1B
GO:0044389	ubiquitin-like protein ligase binding	GO:MF	CD40
GO:0043565	sequence-specific DNA binding	GO:MF	NFKB2
GO:0043169	cation binding	GO:MF	XAF1
GO:0043169	cation binding	GO:MF	IFIH1
GO:0043168	anion binding	GO:MF	IFIH1
GO:0043167	ion binding	GO:MF	XAF1
GO:0043167	ion binding	GO:MF	IFIH1
GO:0043021	ribonucleoprotein complex binding	GO:MF	IFIH1
GO:0042802	identical protein binding	GO:MF	SLAMF7
GO:0042802	identical protein binding	GO:MF	IFIH1
GO:0042578	phosphoric ester hydrolase activity	GO:MF	PTPN6
GO:0042169	SH2 domain binding	GO:MF	PTPN6
GO:0038187	pattern recognition receptor activity	GO:MF	IFIH1
GO:0036094	small molecule binding	GO:MF	XAF1
GO:0036094	small molecule binding	GO:MF	IFIH1
GO:0035639	purine ribonucleoside triphosphate binding	GO:MF	IFIH1
GO:0032813	tumor necrosis factor receptor superfamily binding	GO:MF	LTB
GO:0032559	adenyl ribonucleotide binding	GO:MF	IFIH1
GO:0032555	purine ribonucleotide binding	GO:MF	IFIH1
GO:0032553	ribonucleotide binding	GO:MF	IFIH1
GO:0120545	nucleic acid conformation isomerase activity	GO:MF	IFIH1
GO:0031625	ubiquitin protein ligase binding	GO:MF	CD40
GO:0140030	modification-dependent protein binding	GO:MF	PTPN6
GO:0140098	catalytic activity, acting on RNA	GO:MF	IFIH1
GO:0009897	external side of plasma membrane	GO:CC	SLAMF7
GO:0009897	external side of plasma membrane	GO:CC	CD40
GO:0005911	cell-cell junction	GO:CC	PTPN6
GO:0005886	plasma membrane	GO:CC	SERPINB2
GO:0005886	plasma membrane	GO:CC	SLAMF7
GO:0005886	plasma membrane	GO:CC	PTPN6
GO:0005886	plasma membrane	GO:CC	CD40
GO:0005886	plasma membrane	GO:CC	LTB
GO:0005829	cytosol	GO:CC	XAF1
GO:0005829	cytosol	GO:CC	PTPN6
GO:0005829	cytosol	GO:CC	IFIH1
GO:0005829	cytosol	GO:CC	IL1B
GO:0005829	cytosol	GO:CC	NFKB2
GO:0005783	endoplasmic reticulum	GO:CC	SLAMF7
GO:0005773	vacuole	GO:CC	IL1B
GO:0005764	lysosome	GO:CC	IL1B
GO:0005739	mitochondrion	GO:CC	XAF1
GO:0005739	mitochondrion	GO:CC	IFIH1
GO:0005737	cytoplasm	GO:CC	IFI44L
GO:0005737	cytoplasm	GO:CC	SERPINB2
GO:0005737	cytoplasm	GO:CC	XAF1
GO:0005737	cytoplasm	GO:CC	SLAMF7
GO:0005737	cytoplasm	GO:CC	PTPN6
GO:0005737	cytoplasm	GO:CC	IFIH1
GO:0005737	cytoplasm	GO:CC	IL1B
GO:0005737	cytoplasm	GO:CC	NFKB2
GO:0005730	nucleolus	GO:CC	PTPN6
GO:0005694	chromosome	GO:CC	NFKB2
GO:0005654	nucleoplasm	GO:CC	XAF1
GO:0005654	nucleoplasm	GO:CC	PTPN6
GO:0005654	nucleoplasm	GO:CC	NFKB2
GO:0005634	nucleus	GO:CC	XAF1
GO:0005634	nucleus	GO:CC	PTPN6
GO:0005634	nucleus	GO:CC	IFIH1
GO:0005634	nucleus	GO:CC	NFKB2
GO:0005622	intracellular anatomical structure	GO:CC	IFI44L
GO:0005622	intracellular anatomical structure	GO:CC	SERPINB2
GO:0005622	intracellular anatomical structure	GO:CC	XAF1
GO:0005622	intracellular anatomical structure	GO:CC	SLAMF7
GO:0005622	intracellular anatomical structure	GO:CC	PTPN6
GO:0005622	intracellular anatomical structure	GO:CC	IFIH1
GO:0005622	intracellular anatomical structure	GO:CC	IL1B
GO:0005622	intracellular anatomical structure	GO:CC	NFKB2
GO:0005622	intracellular anatomical structure	GO:CC	CD40
GO:0005615	extracellular space	GO:CC	SERPINB2
GO:0005615	extracellular space	GO:CC	PTPN6
GO:0005615	extracellular space	GO:CC	IL1B
GO:0005615	extracellular space	GO:CC	CD40
GO:0005615	extracellular space	GO:CC	LTB
GO:0005576	extracellular region	GO:CC	SERPINB2
GO:0005576	extracellular region	GO:CC	PTPN6
GO:0005576	extracellular region	GO:CC	IL1B
GO:0005576	extracellular region	GO:CC	CD40
GO:0005576	extracellular region	GO:CC	LTB
GO:0005575	cellular_component	GO:CC	IFI44L
GO:0005575	cellular_component	GO:CC	SERPINB2
GO:0005575	cellular_component	GO:CC	XAF1
GO:0005575	cellular_component	GO:CC	SLAMF7
GO:0005575	cellular_component	GO:CC	PTPN6
GO:0005575	cellular_component	GO:CC	IFIH1
GO:0005575	cellular_component	GO:CC	IL1B
GO:0005575	cellular_component	GO:CC	NFKB2
GO:0005575	cellular_component	GO:CC	CD40
GO:0005575	cellular_component	GO:CC	LTB
GO:0001533	cornified envelope	GO:CC	SERPINB2
GO:0000785	chromatin	GO:CC	NFKB2
GO:0000323	lytic vacuole	GO:CC	IL1B
GO:1990837	sequence-specific double-stranded DNA binding	GO:MF	NFKB2
GO:1901363	heterocyclic compound binding	GO:MF	IFIH1
GO:1901265	nucleoside phosphate binding	GO:MF	IFIH1
GO:0140678	molecular function inhibitor activity	GO:MF	SERPINB2
GO:0140677	molecular function activator activity	GO:MF	IL1B
GO:0140677	molecular function activator activity	GO:MF	LTB
GO:0140657	ATP-dependent activity	GO:MF	IFIH1
GO:0140640	catalytic activity, acting on a nucleic acid	GO:MF	IFIH1
GO:0140313	molecular sequestering activity	GO:MF	XAF1
GO:0140110	transcription regulator activity	GO:MF	NFKB2
GO:0140096	catalytic activity, acting on a protein	GO:MF	SERPINB2
GO:0140096	catalytic activity, acting on a protein	GO:MF	PTPN6
GO:0009986	cell surface	GO:CC	SLAMF7
GO:0009986	cell surface	GO:CC	CD40
GO:0030554	adenyl nucleotide binding	GO:MF	IFIH1
GO:0030545	signaling receptor regulator activity	GO:MF	IL1B
GO:0030545	signaling receptor regulator activity	GO:MF	LTB
GO:0004867	serine-type endopeptidase inhibitor activity	GO:MF	SERPINB2
GO:0004866	endopeptidase inhibitor activity	GO:MF	SERPINB2
GO:0004857	enzyme inhibitor activity	GO:MF	SERPINB2
GO:0004726	non-membrane spanning protein tyrosine phosphatase activity	GO:MF	PTPN6
GO:0004725	protein tyrosine phosphatase activity	GO:MF	PTPN6
GO:0004721	phosphoprotein phosphatase activity	GO:MF	PTPN6
GO:0004386	helicase activity	GO:MF	IFIH1
GO:0004252	serine-type endopeptidase activity	GO:MF	SERPINB2
GO:0004175	endopeptidase activity	GO:MF	SERPINB2
GO:0003824	catalytic activity	GO:MF	SERPINB2
GO:0003824	catalytic activity	GO:MF	PTPN6
GO:0003824	catalytic activity	GO:MF	IFIH1
GO:0003823	antigen binding	GO:MF	CD40
GO:0003727	single-stranded RNA binding	GO:MF	IFIH1
GO:0003725	double-stranded RNA binding	GO:MF	IFIH1
GO:0003724	RNA helicase activity	GO:MF	IFIH1
GO:0003723	RNA binding	GO:MF	IFIH1
GO:0003700	DNA-binding transcription factor activity	GO:MF	NFKB2
GO:0003690	double-stranded DNA binding	GO:MF	NFKB2
GO:0003677	DNA binding	GO:MF	IFIH1
GO:0003677	DNA binding	GO:MF	NFKB2
GO:0003676	nucleic acid binding	GO:MF	IFIH1
GO:0003676	nucleic acid binding	GO:MF	NFKB2
GO:0003674	molecular_function	GO:MF	IFI44L
GO:0003674	molecular_function	GO:MF	SERPINB2
GO:0003674	molecular_function	GO:MF	XAF1
GO:0003674	molecular_function	GO:MF	SLAMF7
GO:0003674	molecular_function	GO:MF	PTPN6
GO:0003674	molecular_function	GO:MF	IFIH1
GO:0003674	molecular_function	GO:MF	IL1B
GO:0003674	molecular_function	GO:MF	NFKB2
GO:0003674	molecular_function	GO:MF	CD40
GO:0003674	molecular_function	GO:MF	LTB
GO:0001784	phosphotyrosine residue binding	GO:MF	PTPN6
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	GO:MF	NFKB2
GO:0001216	DNA-binding transcription activator activity	GO:MF	NFKB2
GO:0001067	transcription regulatory region nucleic acid binding	GO:MF	NFKB2
GO:0000987	cis-regulatory region sequence-specific DNA binding	GO:MF	NFKB2
GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	GO:MF	NFKB2
GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	GO:MF	NFKB2
GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	GO:MF	NFKB2
GO:0000976	transcription cis-regulatory region binding	GO:MF	NFKB2
GO:0004888	transmembrane signaling receptor activity	GO:MF	PTPN6
GO:0030546	signaling receptor activator activity	GO:MF	IL1B
GO:0030546	signaling receptor activator activity	GO:MF	LTB
GO:0005001	transmembrane receptor protein tyrosine phosphatase activity	GO:MF	PTPN6
GO:0005125	cytokine activity	GO:MF	IL1B
GO:0005125	cytokine activity	GO:MF	LTB
GO:0030414	peptidase inhibitor activity	GO:MF	SERPINB2
GO:0030234	enzyme regulator activity	GO:MF	SERPINB2
GO:0019901	protein kinase binding	GO:MF	PTPN6
GO:0019900	kinase binding	GO:MF	PTPN6
GO:0019899	enzyme binding	GO:MF	PTPN6
GO:0019899	enzyme binding	GO:MF	CD40
GO:0019198	transmembrane receptor protein phosphatase activity	GO:MF	PTPN6
GO:0017171	serine hydrolase activity	GO:MF	SERPINB2
GO:0017124	SH3 domain binding	GO:MF	PTPN6
GO:0017111	ribonucleoside triphosphate phosphatase activity	GO:MF	IFIH1
GO:0017076	purine nucleotide binding	GO:MF	IFIH1
GO:0016887	ATP hydrolysis activity	GO:MF	IFIH1
GO:0016853	isomerase activity	GO:MF	IFIH1
GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	GO:MF	IFIH1
GO:0016817	hydrolase activity, acting on acid anhydrides	GO:MF	IFIH1
GO:0016791	phosphatase activity	GO:MF	PTPN6
GO:0016788	hydrolase activity, acting on ester bonds	GO:MF	PTPN6
GO:0016787	hydrolase activity	GO:MF	SERPINB2
GO:0016787	hydrolase activity	GO:MF	PTPN6
GO:0016787	hydrolase activity	GO:MF	IFIH1
GO:0016462	pyrophosphatase activity	GO:MF	IFIH1
GO:0008270	zinc ion binding	GO:MF	XAF1
GO:0008270	zinc ion binding	GO:MF	IFIH1
GO:0008236	serine-type peptidase activity	GO:MF	SERPINB2
GO:0008233	peptidase activity	GO:MF	SERPINB2
GO:0008186	ATP-dependent activity, acting on RNA	GO:MF	IFIH1
GO:0005524	ATP binding	GO:MF	IFIH1
GO:0005515	protein binding	GO:MF	XAF1
GO:0005515	protein binding	GO:MF	SLAMF7
GO:0005515	protein binding	GO:MF	PTPN6
GO:0005515	protein binding	GO:MF	IFIH1
GO:0005515	protein binding	GO:MF	IL1B
GO:0005515	protein binding	GO:MF	NFKB2
GO:0005515	protein binding	GO:MF	CD40
GO:0005515	protein binding	GO:MF	LTB
GO:0005488	binding	GO:MF	XAF1
GO:0005488	binding	GO:MF	SLAMF7
GO:0005488	binding	GO:MF	PTPN6
GO:0005488	binding	GO:MF	IFIH1
GO:0005488	binding	GO:MF	IL1B
GO:0005488	binding	GO:MF	NFKB2
GO:0005488	binding	GO:MF	CD40
GO:0005488	binding	GO:MF	LTB
GO:0005178	integrin binding	GO:MF	IL1B
GO:0005164	tumor necrosis factor receptor binding	GO:MF	LTB
GO:0005149	interleukin-1 receptor binding	GO:MF	IL1B
GO:0005126	cytokine receptor binding	GO:MF	IL1B
GO:0005126	cytokine receptor binding	GO:MF	LTB
GO:0005102	signaling receptor binding	GO:MF	IL1B
GO:0005102	signaling receptor binding	GO:MF	LTB
GO:0012505	endomembrane system	GO:CC	SLAMF7
GO:0012505	endomembrane system	GO:CC	PTPN6
GO:0012505	endomembrane system	GO:CC	IL1B
GO:0016020	membrane	GO:CC	SERPINB2
GO:0016020	membrane	GO:CC	SLAMF7
GO:0016020	membrane	GO:CC	PTPN6
GO:0016020	membrane	GO:CC	CD40
GO:0016020	membrane	GO:CC	LTB
GO:0030054	cell junction	GO:CC	PTPN6
GO:0002637	regulation of immunoglobulin production	GO:BP	CD40
GO:0002562	somatic diversification of immune receptors via germline recombination within a single locus	GO:BP	CD40
GO:0002526	acute inflammatory response	GO:BP	IL1B
GO:0002521	leukocyte differentiation	GO:BP	PTPN6
GO:0002521	leukocyte differentiation	GO:BP	IL1B
GO:0002467	germinal center formation	GO:BP	NFKB2
GO:0002456	T cell mediated immunity	GO:BP	IL1B
GO:0002455	humoral immune response mediated by circulating immunoglobulin	GO:BP	PTPN6
GO:0002440	production of molecular mediator of immune response	GO:BP	IL1B
GO:0002440	production of molecular mediator of immune response	GO:BP	CD40
GO:0002429	immune response-activating cell surface receptor signaling pathway	GO:BP	PTPN6
GO:0002381	immunoglobulin production involved in immunoglobulin-mediated immune response	GO:BP	CD40
GO:0002377	immunoglobulin production	GO:BP	CD40
GO:0002369	T cell cytokine production	GO:BP	IL1B
GO:0002367	cytokine production involved in immune response	GO:BP	IL1B
GO:0002366	leukocyte activation involved in immune response	GO:BP	PTPN6
GO:0002366	leukocyte activation involved in immune response	GO:BP	CD40
GO:0002312	B cell activation involved in immune response	GO:BP	CD40
GO:0002285	lymphocyte activation involved in immune response	GO:BP	CD40
GO:0002279	mast cell activation involved in immune response	GO:BP	PTPN6
GO:0002275	myeloid cell activation involved in immune response	GO:BP	PTPN6
GO:0002274	myeloid leukocyte activation	GO:BP	PTPN6
GO:0002268	follicular dendritic cell differentiation	GO:BP	NFKB2
GO:0002266	follicular dendritic cell activation	GO:BP	NFKB2
GO:0002263	cell activation involved in immune response	GO:BP	PTPN6
GO:0002263	cell activation involved in immune response	GO:BP	CD40
GO:0002244	hematopoietic progenitor cell differentiation	GO:BP	PTPN6
GO:0002224	toll-like receptor signaling pathway	GO:BP	CD40
GO:0002221	pattern recognition receptor signaling pathway	GO:BP	IFIH1
GO:0002221	pattern recognition receptor signaling pathway	GO:BP	CD40
GO:0002218	activation of innate immune response	GO:BP	IFIH1
GO:0002218	activation of innate immune response	GO:BP	CD40
GO:0002208	somatic diversification of immunoglobulins involved in immune response	GO:BP	CD40
GO:0002204	somatic recombination of immunoglobulin genes involved in immune response	GO:BP	CD40
GO:0002200	somatic diversification of immune receptors	GO:BP	CD40
GO:0002639	positive regulation of immunoglobulin production	GO:BP	CD40
GO:0002064	epithelial cell development	GO:BP	IL1B
GO:0002673	regulation of acute inflammatory response	GO:BP	IL1B
GO:0002682	regulation of immune system process	GO:BP	PTPN6
GO:0002682	regulation of immune system process	GO:BP	IFIH1
GO:0002682	regulation of immune system process	GO:BP	IL1B
GO:0002682	regulation of immune system process	GO:BP	CD40
GO:0002821	positive regulation of adaptive immune response	GO:BP	IL1B
GO:0002821	positive regulation of adaptive immune response	GO:BP	CD40
GO:0002820	negative regulation of adaptive immune response	GO:BP	PTPN6
GO:0002791	regulation of peptide secretion	GO:BP	IL1B
GO:0002790	peptide secretion	GO:BP	IL1B
GO:0002768	immune response-regulating cell surface receptor signaling pathway	GO:BP	PTPN6
GO:0002768	immune response-regulating cell surface receptor signaling pathway	GO:BP	CD40
GO:0002764	immune response-regulating signaling pathway	GO:BP	PTPN6
GO:0002764	immune response-regulating signaling pathway	GO:BP	IFIH1
GO:0002764	immune response-regulating signaling pathway	GO:BP	CD40
GO:0002758	innate immune response-activating signaling pathway	GO:BP	IFIH1
GO:0002758	innate immune response-activating signaling pathway	GO:BP	CD40
GO:0002757	immune response-activating signaling pathway	GO:BP	PTPN6
GO:0002757	immune response-activating signaling pathway	GO:BP	IFIH1
GO:0002757	immune response-activating signaling pathway	GO:BP	CD40
GO:0002756	MyD88-independent toll-like receptor signaling pathway	GO:BP	CD40
GO:0002753	cytoplasmic pattern recognition receptor signaling pathway	GO:BP	IFIH1
GO:0002726	positive regulation of T cell cytokine production	GO:BP	IL1B
GO:0002724	regulation of T cell cytokine production	GO:BP	IL1B
GO:0002720	positive regulation of cytokine production involved in immune response	GO:BP	IL1B
GO:0002718	regulation of cytokine production involved in immune response	GO:BP	IL1B
GO:0002714	positive regulation of B cell mediated immunity	GO:BP	CD40
GO:0002713	negative regulation of B cell mediated immunity	GO:BP	PTPN6
GO:0002711	positive regulation of T cell mediated immunity	GO:BP	IL1B
